"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","169","PartnerDetailPage null → ""파트너를 찾을 수 없습니다.""","test/integration/flow_error_edge_cases_test.dart","2026-04-01","passed","2026-04-01","","AsyncError 상태","",""
"","5","returns updated event on success","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","updateEvent","PartyRepository (events)","",""
"","26","recommends cheapest eligible ticket for male user","test/src/features/event/admission/ticket_recommendation_util_test.dart","2026-04-01","passed","2026-04-01","","TicketRecommendationUtil","",""
"","23","signInWithEmail calls repository signInWithEmail","test/src/features/auth/logic/auth_controller_test.dart","2026-04-01","passed","2026-04-01","","AuthController","",""
"","5","returns a map with correct value types","test/src/utils/environment_info_test.dart","2026-04-01","passed","2026-04-01","","collectEnvironmentInfo","",""
"","47","returns list of members","test/src/data/repositories/partner_member_repository_test.dart","2026-04-01","passed","2026-04-01","getPartnerMembers","PartnerMemberRepository","",""
"","39","renders label and value in a Row","test/src/ui/widgets/common/minglit_key_value_row_test.dart","2026-04-01","passed","2026-04-01","","MinglitKeyValueRow","",""
"","9","empty query clears results without API call","test/src/features/search/logic/location_search_controller_test.dart","2026-04-01","passed","2026-04-01","","LocationSearchController","",""
"","13","creates from JSON with visibility = private","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event","",""
"","2","handles bool value correctly","test/src/data/models/metadata_key_test.dart","2026-04-01","passed","2026-04-01","","BoolMetaKey.parse","",""
"","4","returns revenue stats","test/src/data/repositories/partner_repository_test.dart","2026-04-01","passed","2026-04-01","getPartnerRevenueStats","PartnerRepository","",""
"","85","creates from provider with GoRouter","test/src/features/party/logic/party_coordinator_test.dart","2026-04-01","passed","2026-04-01","","PartyCoordinator","",""
"","4","effectiveVisibility inherits from party when null","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event","",""
"","24","calls signInWithPassword with credentials","test/src/data/repositories/auth_repository_test.dart","2026-04-01","passed","2026-04-01","signInWithEmail","AuthRepository","",""
"","21","serializes to JSON and back","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event","",""
"","6","throws MinglitUserException on 500 status","test/src/features/iamport/data/repository/iamport_repository_test.dart","2026-04-01","passed","2026-04-01","verifyCertification","IamportRepository","",""
"","12","markAllAsRead does nothing when user is null","test/src/features/notification/notification_list_controller_test.dart","2026-04-01","passed","2026-04-01","","NotificationListController","",""
"","213","provider enters error state when repository throws","test/src/logic/providers/event_feed_provider_test.dart","2026-04-01","passed","2026-04-01","","fetchEventFeedProvider","",""
"","17","should fail verification with wrong signature","test/src/utils/ticket_crypto_test.dart","2026-04-01","passed","2026-04-01","","TicketCrypto","",""
"","4","throws MinglitUserException on error response","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","cancelOrder","EventRepository Commands","",""
"","571","renders with label and color","test/src/ui/widgets/common/minglit_badge_test.dart","2026-04-01","passed","2026-04-01","","MinglitBadge","",""
"","6","throws on EF error","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","bulkApproveApplications","EventRepository Commands","",""
"","31","does not use InkWell when onTap is null","test/src/ui/widgets/common/minglit_content_card_test.dart","2026-04-01","passed","2026-04-01","","MinglitContentCard","",""
"","794","알림 빈 상태","test/integration/cuj_notification_test.dart","2026-04-01","passed","2026-04-01","","Notification Center CUJ","",""
"","24","returns active events when user is logged in (happy path)","test/src/features/home/logic/today_active_events_provider_test.dart","2026-04-01","passed","2026-04-01","","todayActiveEventsProvider","",""
"","33","renders child widget","test/src/ui/widgets/common/minglit_section_test.dart","2026-04-01","passed","2026-04-01","","MinglitSection","",""
"","3","throws on error","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","getUpcomingEvents","EventRepository","",""
"","16","returns null when not found","test/src/data/repositories/verification_query_repository_test.dart","2026-04-01","passed","2026-04-01","getVerificationById","VerificationRepository","",""
"","5","elevatedButton uses partner dark primary","test/src/theme/minglit_theme_test.dart","2026-04-01","passed","2026-04-01","","partnerThemeDark","",""
"","2","returns false when permission is denied","test/services/location_service_test.dart","2026-04-01","passed","2026-04-01","","LocationService.hasPermission","",""
"","2","exactly at grace period boundary → full refund","test/src/utils/refund_calculator_test.dart","2026-04-01","passed","2026-04-01","","RefundCalculator binary policy","",""
"","3","clear resets to empty","test/src/features/explore/providers/explore_filter_integration_test.dart","2026-04-01","passed","2026-04-01","","SearchQuery provider","",""
"","761","renders with label","test/src/ui/widgets/common/minglit_text_field_test.dart","2026-04-01","passed","2026-04-01","","MinglitTextField","",""
"","2","exactly at cutoff boundary → full refund","test/src/utils/refund_calculator_test.dart","2026-04-01","passed","2026-04-01","","RefundCalculator binary policy","",""
"","184","empty tickets → ""현재 구매 가능한 티켓이 없습니다.""","test/integration/flow_ticket_application_test.dart","2026-04-01","passed","2026-04-01","","TicketSelectionSheet","",""
"","8","previousStep does nothing when at verification","test/src/features/event/admission/event_application_controller_test.dart","2026-04-01","passed","2026-04-01","step navigation","EventApplicationController","",""
"","2","returns list of upcoming events","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getUpcomingEvents","EventRepository Queries","",""
"","6","wraps non-map response in result key","test/src/features/iamport/data/repository/iamport_repository_test.dart","2026-04-01","passed","2026-04-01","verifyCertification","IamportRepository","",""
"","4","toTemplate converts to EntryGroupTemplate","test/src/data/models/party_entry_group_test.dart","2026-04-01","passed","2026-04-01","","EntryGroup","",""
"","182","renders event cards when data is available","test/src/features/home/home_page_test.dart","2026-04-01","passed","2026-04-01","","HomePage","",""
"","23","sets error state on failure","test/src/features/event/matching/matching_vote_controller_test.dart","2026-04-01","passed","2026-04-01","vote","MatchingVoteController","",""
"","45","past cards have no QR button","test/src/features/my_tickets/ui/my_tickets_page_test.dart","2026-04-01","passed","2026-04-01","","MyTicketsPage","",""
"","4","throws on error","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getEventsByPartnerId","EventRepository Queries","",""
"","986","로딩 중일 때 인디케이터가 표시된다","test/src/features/settings/privacy_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","40","renders indicator when multiple images are provided","test/ui/widgets/common/minglit_image_carousel_test.dart","2026-04-01","passed","2026-04-01","","MinglitImageCarousel Widget Tests","",""
"","5","returns empty map when no tickets","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getTicketBalanceStatus","EventRepository Queries","",""
"","5","requires ticket to proceed","test/src/features/event/admission/event_application_controller_test.dart","2026-04-01","passed","2026-04-01","processPayment","EventApplicationController","",""
"","3","serializes to JSON and back","test/src/data/models/matching_test.dart","2026-04-01","passed","2026-04-01","","MatchRule","",""
"","4","returns mixed events (with and without tickets) for logged-in user","test/src/logic/providers/event_feed_provider_test.dart","2026-04-01","passed","2026-04-01","","eventFeedProvider — ticket filter regression (#778)","",""
"","4","throws on network error","test/src/data/repositories/verification_command_repository_test.dart","2026-04-01","passed","2026-04-01","updateVerification","VerificationRepository (command)","",""
"","9","throws on error","test/src/data/repositories/policy_repository_test.dart","2026-04-01","passed","2026-04-01","getRefundPolicy","PolicyRepository","",""
"","18","returns application when user is logged in and application exists","test/src/features/event/logic/event_my_application_provider_test.dart","2026-04-01","passed","2026-04-01","","eventMyApplicationProvider","",""
"","2","removeFilter resets sort to recommended","test/src/features/explore/providers/explore_filter_integration_test.dart","2026-04-01","passed","2026-04-01","","ActiveFilters provider","",""
"","10","returns updated party on success","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","updateParty","PartyRepository","",""
"","29","subscribes to auth.onAuthStateChange on init","test/src/features/auth/ui/staff_guard_wrapper_test.dart","2026-04-01","passed","2026-04-01","","StaffGuardWrapper","",""
"","4","throws on database error","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getTodayActiveEventsForUser","EventRepository Queries","",""
"","6","returns list of global verifications","test/src/data/repositories/verification_query_repository_test.dart","2026-04-01","passed","2026-04-01","getGlobalVerifications","VerificationRepository","",""
"","37","Phase 4: shows empty state when no matches","test/src/features/home/widgets/event_now_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","EventNowBottomSheet","",""
