"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","131","Cards tab (9) shows Card Elevations","test/src/features/dev/design_catalog_page_test.dart","2026-04-01","passed","2026-04-01","","Widget sections render Minglit components","",""
"","37","renders price text and button","test/ui/widgets/common/minglit_bottom_cta_test.dart","2026-04-01","passed","2026-04-01","withPrice variant","MinglitBottomCTA","",""
"","82","creates from provider with GoRouter","test/src/features/ticket/logic/ticket_coordinator_test.dart","2026-04-01","passed","2026-04-01","","TicketCoordinator","",""
"","13","sets state to AsyncError when signOut fails","test/src/features/auth/logic/auth_controller_test.dart","2026-04-01","passed","2026-04-01","","AuthController","",""
"","15","calls save_user_consents RPC with correct params","test/src/data/repositories/consent_repository_test.dart","2026-04-01","passed","2026-04-01","saveConsents","ConsentRepository","",""
"","4","returns empty list when no global verifications","test/src/data/repositories/verification_query_repository_test.dart","2026-04-01","passed","2026-04-01","getGlobalVerifications","VerificationRepository","",""
"","93","선택 동의 항목이 SwitchListTile로 표시된다","test/src/features/settings/privacy_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","3","returns zeros when no items","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getSettlementDashboard","SettlementRepository","",""
"","3","toDbJson removes id and timestamps","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Party","",""
"","3","returns settlement records from settlement_items","test/src/data/repositories/partner_repository_test.dart","2026-04-01","passed","2026-04-01","getPartnerSettlements","PartnerRepository","",""
"","27","applies normal font weight when bold is false","test/src/ui/widgets/common/minglit_key_value_row_test.dart","2026-04-01","passed","2026-04-01","","MinglitKeyValueRow","",""
"","31","renders placeholder with fixed height when imageUrls is empty","test/ui/widgets/common/minglit_image_carousel_test.dart","2026-04-01","passed","2026-04-01","","MinglitImageCarousel Widget Tests","",""
"","6","maxVoteCountProvider returns 1 when rules are empty","test/src/data/repositories/matching_repository_test.dart","2026-04-01","passed","2026-04-01","","MatchingRepository providers","",""
"","7","returns list of verification IDs","test/src/data/repositories/user_repository_test.dart","2026-04-01","passed","2026-04-01","getApprovedVerificationIds","SupabaseUserRepository","",""
"","24","icon uses outline color from theme","test/src/ui/widgets/common/minglit_empty_state_test.dart","2026-04-01","passed","2026-04-01","","MinglitEmptyState","",""
"","15","returns list of events","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","getEventsByPartyId","PartyRepository (events)","",""
"","18","returns false for tampered signature","test/src/data/repositories/checkin_repository_test.dart","2026-04-01","passed","2026-04-01","verifyAndCheckin","CheckinRepository","",""
"","5","copyWith creates modified copy","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Location","",""
"","46","(setUpAll)","test/integration/flow_search_curation_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","8","tabBar uses partner dark primary","test/src/theme/minglit_theme_test.dart","2026-04-01","passed","2026-04-01","","partnerThemeDark","",""
"","53","returns default value when key is missing from empty map","test/src/data/models/metadata_key_test.dart","2026-04-01","passed","2026-04-01","","MetadataMapX.getValue","",""
"","54","Phase 2: shows check-in complete with participant count","test/src/features/home/widgets/event_now_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","EventNowBottomSheet","",""
"","10","sets error state on failure","test/src/features/event/admission/event_application_controller_test.dart","2026-04-01","passed","2026-04-01","submitApplication","EventApplicationController","",""
"","4","throws on auth error","test/src/data/repositories/staff_repository_test.dart","2026-04-01","passed","2026-04-01","sendMagicLink","StaffRepository","",""
"","64","returns event with relations","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getEventById","EventRepository Queries","",""
"","15","passes redirectTo to repository","test/src/data/repositories/auth_repository_test.dart","2026-04-01","passed","2026-04-01","","AuthController.signInWithKakao","",""
"","27","renders FAB when enabled","test/ui/widgets/bug_reporter_wrapper_test.dart","2026-04-01","passed","2026-04-01","","Lifecycle","",""
"","1076","비로그인: /events/:id/apply 접근 시 LoginPage redirect","test/integration/cuj_event_detail_test.dart","2026-04-01","passed","2026-04-01","","Event Detail CUJ","",""
"","5","completes without error","test/src/data/repositories/ticket_repository_test.dart","2026-04-01","passed","2026-04-01","deleteTicketTemplate","TicketRepository","",""
"","56","빈 큐레이션 → ""현재 표시할 파티가 없습니다.""","test/integration/flow_search_curation_test.dart","2026-04-01","passed","2026-04-01","","PartyCurationPage","",""
"","121","renders action button when both label and callback provided","test/src/ui/widgets/common/minglit_empty_state_test.dart","2026-04-01","passed","2026-04-01","","MinglitEmptyState","",""
"","5","returns partner when found","test/src/data/repositories/partner_repository_test.dart","2026-04-01","passed","2026-04-01","getPartnerById","PartnerRepository","",""
"","15","returns application when data exists","test/src/data/repositories/partner_application_repository_test.dart","2026-04-01","passed","2026-04-01","getMyApplication","PartnerApplicationRepository","",""
"","3","throws MinglitUserException on error response","test/src/data/repositories/verification_command_repository_test.dart","2026-04-01","passed","2026-04-01","reviewRequest","VerificationRepository (command)","",""
"","47","이벤트 2건일 때 카운트 배지 + 드롭다운 아이콘 표시","test/src/features/home/widgets/event_now_multi_stack_test.dart","2026-04-01","passed","2026-04-01","","EventNowMultiStack — 위젯","",""
"","511","개인정보 tap → PrivacyPage → 회원 탈퇴 시작","test/integration/flow_my_page_test.dart","2026-04-01","passed","2026-04-01","","MyPage 메뉴 탭","",""
"","18","creates from JSON with all fields","test/src/data/models/verification_test.dart","2026-04-01","passed","2026-04-01","","Verification","",""
"","34","icon uses error color from theme","test/src/ui/widgets/common/minglit_error_state_test.dart","2026-04-01","passed","2026-04-01","","MinglitErrorState","",""
"","4","returns true for confirmed application","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","checkApplicationStatus","EventRepository Queries","",""
"","2","tracks nearby filter","test/src/features/explore/providers/explore_filter_integration_test.dart","2026-04-01","passed","2026-04-01","","ExploreFilters","",""
"","90","shows location as denied when permission denied","test/src/features/permission/app_permission_settings_screen_test.dart","2026-04-01","passed","2026-04-01","","AppPermissionSettingsScreen","",""
"","5","returns list of requests for authenticated user","test/src/data/repositories/verification_query_repository_test.dart","2026-04-01","passed","2026-04-01","getRequestsByStatus","VerificationRepository","",""
"","2","logEvent does not throw when not initialized","test/logic/providers/statsig_provider_test.dart","2026-04-01","passed","2026-04-01","","StatsigAnalytics","",""
"","3","defaults status to draft","test/src/data/models/partner_application_test.dart","2026-04-01","passed","2026-04-01","","PartnerApplication","",""
"","67","creates from JSON with all fields","test/src/data/models/user_profile_test.dart","2026-04-01","passed","2026-04-01","","UserProfile","",""
"","25","renders placeholder with aspect ratio when imageUrls is empty and height is null","test/ui/widgets/common/minglit_image_carousel_test.dart","2026-04-01","passed","2026-04-01","","MinglitImageCarousel Widget Tests","",""
"","8","propagates EF error when invoke fails","test/src/data/repositories/matching_repository_test.dart","2026-04-01","passed","2026-04-01","updateMatchRules","MatchingRepository","",""
"","4","throws MinglitUserException on error response","test/src/data/repositories/verification_command_repository_test.dart","2026-04-01","passed","2026-04-01","deleteVerification","VerificationRepository (command)","",""
"","18","returns a map with all 9 expected keys","test/src/utils/environment_info_test.dart","2026-04-01","passed","2026-04-01","","collectEnvironmentInfo","",""
"","15","round-trips through toJson → fromJson","test/contract/contract_test.dart","2026-04-01","passed","2026-04-01","","Contract: EventApplication model ↔ shared sample","",""
"","13","parses user_profile sample without error","test/contract/contract_test.dart","2026-04-01","passed","2026-04-01","","Contract: UserProfile model ↔ shared sample","",""
"","4","sets error state on failure","test/src/features/auth/logic/auth_controller_test.dart","2026-04-01","passed","2026-04-01","signOut","AuthController","",""
"","3","sets error state on failure","test/src/features/auth/logic/auth_controller_test.dart","2026-04-01","passed","2026-04-01","signInWithApple","AuthController","",""
"","8","pushEventCuration with non-default type includes query param","test/src/features/event/logic/event_coordinator_test.dart","2026-04-01","passed","2026-04-01","","EventCoordinator","",""
"","2","serializes to JSON and back","test/src/data/models/matching_test.dart","2026-04-01","passed","2026-04-01","","MatchVote","",""
"","3","toDbJson removes id and timestamps","test/src/data/models/party_entry_group_test.dart","2026-04-01","passed","2026-04-01","","EntryGroup","",""
"","2","serializes all fields","test/src/features/iamport/data/model/iamport_result_model_test.dart","2026-04-01","passed","2026-04-01","toJson","IamportResultModel","",""
"","1111","App smoke test - HomePage renders","test/widget_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","4","returns partner settlement info map","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getPartnerSettlementInfo","SettlementRepository","",""
"","33","hides drag handle when showHandle is false","test/src/ui/widgets/common/minglit_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","MinglitBottomSheet","",""
"","115","calls repository signInWithKakao","test/src/data/repositories/auth_repository_test.dart","2026-04-01","passed","2026-04-01","","AuthController.signInWithKakao","",""
"","3","returns empty list when no parties","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","getParties","PartyRepository","",""
"","14","updates marketing_consent optimistically","test/src/features/notification/logic/notification_settings_controller_test.dart","2026-04-01","passed","2026-04-01","updateSetting","NotificationSettingsController","",""
"","3","creates from JSON with defaults","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Party","",""
"","4","signOut returns early if ref is disposed","test/src/features/auth/logic/auth_controller_test.dart","2026-04-01","passed","2026-04-01","","AuthController","",""
"","4","returns empty list when no members","test/src/data/repositories/partner_member_repository_test.dart","2026-04-01","passed","2026-04-01","getPartnerMembers","PartnerMemberRepository","",""
"","8","nextStep moves from verification to payment","test/src/features/event/admission/event_application_controller_test.dart","2026-04-01","passed","2026-04-01","step navigation","EventApplicationController","",""
"","1","returns 0 when no pending submissions","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getPendingApplicationCount","EventRepository Queries","",""
"","2","counts multiple active filters","test/src/features/explore/providers/explore_filter_integration_test.dart","2026-04-01","passed","2026-04-01","","ExploreFilters","",""
"","1078","renders search icon","test/src/features/home/home_page_app_bar_test.dart","2026-04-01","passed","2026-04-01","when user is not logged in","HomePage AppBar - Auth-aware widgets","",""
"","5","returns empty list when no consents","test/src/data/repositories/consent_repository_test.dart","2026-04-01","passed","2026-04-01","getConsents","ConsentRepository","",""
"","3","both conditions fail → no refund","test/src/utils/refund_calculator_test.dart","2026-04-01","passed","2026-04-01","","RefundCalculator binary policy","",""
"","3","getTicket returns null when not exists","test/src/features/ticket/data/ticket_wallet_repository_test.dart","2026-04-01","passed","2026-04-01","","TicketWalletRepository","",""
"","5","completes successfully","test/src/data/repositories/partner_application_repository_test.dart","2026-04-01","passed","2026-04-01","reviewApplication","PartnerApplicationRepository","",""
"","2","from이 /로 시작하지 않으면 홈(/)으로 이동한다","test/src/features/consent/logic/consent_coordinator_test.dart","2026-04-01","passed","2026-04-01","","completeSignup","",""
"","36","비로그인 /purchase-history → /login?from=/purchase-history","test/integration/flow_notification_routing_test.dart","2026-04-01","passed","2026-04-01","","보호된 경로 리다이렉트","",""
"","64","returns event with relations","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","getEventById","EventRepository","",""
"","39","Phase 3: shows vote complete when all votes used","test/src/features/home/widgets/event_now_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","EventNowBottomSheet","",""
"","28","applies custom titleStyle","test/src/ui/widgets/common/minglit_section_test.dart","2026-04-01","passed","2026-04-01","","MinglitSection","",""
"","12","calls repository signInWithEmail","test/src/features/auth/logic/auth_controller_test.dart","2026-04-01","passed","2026-04-01","signInWithEmail","AuthController","",""
"","1148","비로그인 홈: person_outline 아이콘 표시","test/integration/home_navigation_test.dart","2026-04-01","passed","2026-04-01","","Home Navigation Flow","",""
"","154","from=//evil.com: injection 방지 — 홈으로 리다이렉트","test/integration/edge_cases_test.dart","2026-04-01","passed","2026-04-01","","Edge Cases","",""
"","28","small size renders smaller button","test/src/ui/widgets/common/minglit_button_test.dart","2026-04-01","passed","2026-04-01","","MinglitButton","",""
"","34","shows loading indicator when isUploading would be true","test/ui/widgets/common/minglit_file_picker_test.dart","2026-04-01","passed","2026-04-01","","MinglitFilePicker Widget Tests","",""
"","884","EventDetailPage 에러 → MinglitAsyncValueWidget 에러뷰 + 하단바 숨김","test/integration/flow_error_edge_cases_test.dart","2026-04-01","passed","2026-04-01","","AsyncError 상태","",""
"","5","returns all optional keys when none are defined","test/src/config/env_keystore_test.dart","2026-04-01","passed","2026-04-01","missingOptional","EnvKeyStore","",""
"","16","두번째 페이지 append — 총 20개","test/src/features/explore/providers/recommendation_feed_notifier_test.dart","2026-04-01","passed","2026-04-01","loadMore() — 다음 페이지 추가","RecommendationFeedNotifier","",""
"","124","로그인 홈: /my 라우트 → MyPage","test/integration/home_navigation_test.dart","2026-04-01","passed","2026-04-01","","Home Navigation Flow","",""
"","6","동시 loadMore 호출 시 repository 1회만 호출","test/src/features/explore/providers/recommendation_feed_notifier_test.dart","2026-04-01","passed","2026-04-01","concurrent loadMore 방지","RecommendationFeedNotifier","",""
"","4","with verification badges","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event conditionSummaries","",""
"","31","disables button when enabled is false","test/ui/widgets/common/minglit_bottom_cta_test.dart","2026-04-01","passed","2026-04-01","single variant","MinglitBottomCTA","",""
"","6","returns list of applications","test/src/data/repositories/partner_application_repository_test.dart","2026-04-01","passed","2026-04-01","getAllApplications","PartnerApplicationRepository","",""
"","3","pushNotificationSettings calls router.push","test/src/features/home/logic/home_coordinator_test.dart","2026-04-01","passed","2026-04-01","","HomeCoordinator","",""
"","4","throws MinglitUserException when non-200","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","cancelPayment","EventRepository","",""
"","30","calls onFilesSelected when files are provided (requires complex mock)","test/ui/widgets/common/minglit_file_picker_test.dart","2026-04-01","passed","2026-04-01","","MinglitFilePicker Widget Tests","",""
"","3","returns monthly revenue list","test/src/data/repositories/partner_repository_test.dart","2026-04-01","passed","2026-04-01","getPartnerMonthlyRevenue","PartnerRepository","",""
"","47","빈 구매 → ""구매 내역이 없습니다.""","test/integration/flow_my_page_test.dart","2026-04-01","passed","2026-04-01","","PurchaseHistoryPage","",""
"","90","build returns settings when user is logged in","test/src/features/notification/logic/notification_settings_controller_test.dart","2026-04-01","passed","2026-04-01","","NotificationSettingsController","",""
"","4","calls user-submit-verification EF when isPartner is false (default)","test/src/data/repositories/verification_command_repository_test.dart","2026-04-01","passed","2026-04-01","submitComment with isPartner","VerificationRepository (command)","",""
"","5","toDbJson removes id and created_at","test/src/data/models/verification_test.dart","2026-04-01","passed","2026-04-01","","Verification","",""
"","6","returns null when user is logged in but no application found","test/src/features/event/logic/event_my_application_provider_test.dart","2026-04-01","passed","2026-04-01","","eventMyApplicationProvider","",""
"","622","renders SizedBox.shrink in non-web environment","test/src/features/event/detail/open_in_app_dialog_test.dart","2026-04-01","passed","2026-04-01","","OpenInAppBanner","",""
"","4","calls the cancel edge function","test/src/data/repositories/account_repository_test.dart","2026-04-01","passed","2026-04-01","cancelDeletion","AccountRepository","",""
"","89","tapping camera tile opens app settings fallback","test/src/features/permission/app_permission_settings_screen_test.dart","2026-04-01","passed","2026-04-01","","AppPermissionSettingsScreen","",""
"","4","throws on RPC error","test/src/data/repositories/consent_repository_test.dart","2026-04-01","passed","2026-04-01","saveConsents","ConsentRepository","",""
"","7","updates service_notification optimistically","test/src/features/notification/logic/notification_settings_controller_test.dart","2026-04-01","passed","2026-04-01","updateSetting","NotificationSettingsController","",""
"","11","round-trips through toJson → fromJson","test/contract/contract_test.dart","2026-04-01","passed","2026-04-01","","Contract: UserProfile model ↔ shared sample","",""
"","59","sends anonymous reason and returns pending status","test/src/data/repositories/account_repository_test.dart","2026-04-01","passed","2026-04-01","deleteAccount","AccountRepository","",""
"","7","effectiveVisibility returns own visibility when set","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event","",""
"","286","텍스트 입력 → 500ms 디바운스 → 결과 로딩","test/integration/flow_search_curation_test.dart","2026-04-01","passed","2026-04-01","","SearchPage","",""
"","8","closingSoon + eligibility excludes fully booked events","test/src/features/explore/providers/explore_filter_integration_test.dart","2026-04-01","passed","2026-04-01","","filteredEventsProvider","",""
"","7","returns bank account map","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getBankAccount","SettlementRepository","",""
"","96","HomePage shows empty state text when no events returned","test/widget_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","9","serializes to JSON and back","test/src/data/models/verification_submission_test.dart","2026-04-01","passed","2026-04-01","","VerificationSubmission","",""
"","125","starts at verification step with initial status","test/src/features/event/admission/event_application_controller_test.dart","2026-04-01","passed","2026-04-01","initial state","EventApplicationController","",""
"","4","throws MinglitUserException when non-200","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","cancelPayment","EventRepository Commands","",""
"","5","tickets without event relation go to past","test/src/features/my_tickets/logic/my_tickets_controller_test.dart","2026-04-01","passed","2026-04-01","","MyTicketsController","",""
"","37","PartnerEventsPage 빈 목록 → 등록된 이벤트가 없습니다","test/integration/flow_event_browse_test.dart","2026-04-01","passed","2026-04-01","","이벤트 탐색 플로우 — 홈→상세→파트너","",""
"","53","returns location when found","test/src/data/repositories/location_repository_test.dart","2026-04-01","passed","2026-04-01","getLocationById","LocationRepository","",""
"","4","sets error state on failure","test/src/features/auth/logic/auth_controller_test.dart","2026-04-01","passed","2026-04-01","signInWithKakao","AuthController","",""
"","13","completes without error","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","cancelOrder","EventRepository","",""
"","9","identity-verify success has expected fields","test/contract/contract_test.dart","2026-04-01","passed","2026-04-01","","Contract: Edge Function response shapes","",""
"","5","returns empty when user profile is null","test/src/features/explore/logic/eligibility_filter_test.dart","2026-04-01","passed","2026-04-01","","EligibilityFilter","",""
"","5","throws MinglitAuthException when user is not logged in","test/src/features/iamport/data/repository/iamport_repository_test.dart","2026-04-01","passed","2026-04-01","verifyCertification","IamportRepository","",""
"","3","serializes vote_count to JSON","test/src/data/models/matching_test.dart","2026-04-01","passed","2026-04-01","","MatchRule","",""
"","7","completes with templates (delete + insert)","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","replaceEntryGroupTemplates","PartyRepository (matching)","",""
"","10","returns pending status when deleted_at exists","test/src/data/repositories/account_repository_test.dart","2026-04-01","passed","2026-04-01","getDeletionStatus","AccountRepository","",""
"","600","renders with required params only","test/src/ui/widgets/common/minglit_empty_state_test.dart","2026-04-01","passed","2026-04-01","","MinglitEmptyState","",""
"","9","returns events within radius from RPC","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getEventsWithinRadius","EventRepository Queries","",""
"","31","wraps with InkWell when onTap is provided","test/src/ui/widgets/common/minglit_content_card_test.dart","2026-04-01","passed","2026-04-01","","MinglitContentCard","",""
"","4","returns true when all required consents exist","test/src/features/consent/logic/consent_controller_test.dart","2026-04-01","passed","2026-04-01","","hasRequiredConsents","",""
"","5","creates modified copy","test/src/features/iamport/data/model/iamport_result_model_test.dart","2026-04-01","passed","2026-04-01","copyWith","IamportResultModel","",""
"","6","copyWith creates modified copy","test/src/data/models/ticket_token_test.dart","2026-04-01","passed","2026-04-01","","TicketToken","",""
"","24","creates from JSON","test/src/data/models/matching_test.dart","2026-04-01","passed","2026-04-01","","MatchRule","",""
"","116","tab labels match spec order","test/src/features/dev/design_catalog_page_test.dart","2026-04-01","passed","2026-04-01","","DesignCatalogPage tab structure","",""
"","4","returns false when no application","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","checkApplicationStatus","EventRepository","",""
"","2","preserves stack trace","test/src/utils/exceptions_test.dart","2026-04-01","passed","2026-04-01","","MinglitException.from","",""
"","80","wraps MatchingVoteContent in Scaffold with AppBar","test/src/features/event/matching/matching_vote_content_test.dart","2026-04-01","passed","2026-04-01","","MatchingVoteScreen","",""
"","87","홈 AsyncData 빈 목록 → 추천 이벤트가 없습니다","test/integration/flow_event_browse_test.dart","2026-04-01","passed","2026-04-01","","이벤트 탐색 플로우 — 홈→상세→파트너","",""
"","6","throws on error","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","updateParty","PartyRepository","",""
"","5","supports pagination","test/src/data/repositories/notification_repository_test.dart","2026-04-01","passed","2026-04-01","getNotifications","NotificationRepository","",""
"","10","counter resets when new visible events appear","test/src/features/explore/providers/recommendation_feed_notifier_test.dart","2026-04-01","passed","2026-04-01","Fix #193: consecutive empty page cap","RecommendationFeedNotifier","",""
"","4","throws on network error","test/src/data/repositories/verification_command_repository_test.dart","2026-04-01","passed","2026-04-01","createVerification","VerificationRepository (command)","",""
"","2","shutdown does not throw when not initialized","test/logic/providers/statsig_provider_test.dart","2026-04-01","passed","2026-04-01","","StatsigAnalytics","",""
"","5","returns null when not found","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getBankAccount","SettlementRepository","",""
"","90","build() returns null when verifyStaffStatus() returns null (not staff)","test/src/features/auth/staff_guard_test.dart","2026-04-01","passed","2026-04-01","","StaffGuard","",""
"","50","compact variant renders smaller padding","test/src/ui/widgets/common/minglit_badge_test.dart","2026-04-01","passed","2026-04-01","","MinglitBadge","",""
"","41","returns empty list for empty query","test/src/data/repositories/kakao_location_repository_test.dart","2026-04-01","passed","2026-04-01","searchKeyword","KakaoLocationRepository","",""
"","41","(setUpAll)","test/src/features/home/home_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","2","throws on error","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getClosingSoonEvents","EventRepository Queries","",""
"","84","returns null when user is not logged in","test/src/features/account_deletion/logic/account_deletion_controller_test.dart","2026-04-01","passed","2026-04-01","","AccountDeletionController","",""
"","3","two models with different values are not equal","test/src/features/iamport/data/model/iamport_result_model_test.dart","2026-04-01","passed","2026-04-01","equality","IamportResultModel","",""
"","3","throws on error","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","getTodayEvents","EventRepository","",""
"","2","wraps TimeoutException into network error","test/src/utils/exceptions_test.dart","2026-04-01","passed","2026-04-01","","MinglitException.from","",""
"","7","copyWith creates modified copy","test/src/data/models/verification_submission_test.dart","2026-04-01","passed","2026-04-01","","VerificationSubmission","",""
"","809","shows 권한 설정 app bar title","test/src/features/permission/app_permission_settings_screen_test.dart","2026-04-01","passed","2026-04-01","","AppPermissionSettingsScreen","",""
"","6","returns created event on success","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","createEvent","PartyRepository (events)","",""
"","5","toggleConsent calls repository and reloads","test/src/features/consent/logic/consent_controller_test.dart","2026-04-01","passed","2026-04-01","","ConsentController","",""
"","16","effectiveImageUrls falls back to party images","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event","",""
"","4","throws on error","test/src/data/repositories/partner_application_repository_test.dart","2026-04-01","passed","2026-04-01","reviewApplication","PartnerApplicationRepository","",""
"","4","returns null and clears token when verification fails","test/src/data/repositories/staff_repository_test.dart","2026-04-01","passed","2026-04-01","verifyStaffStatus","StaffRepository","",""
"","4","passes verification data when provided","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","createOrderViaEF","EventRepository Commands","",""
"","59","initial state is AsyncData(null)","test/src/features/iamport/logic/iamport_controller_test.dart","2026-04-01","passed","2026-04-01","","IamportController","",""
"","20","(setUpAll)","test/src/features/social/logic/social_interaction_controller_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","580","이벤트 0건일 때 SizedBox.shrink 렌더링","test/src/features/home/widgets/event_now_multi_stack_test.dart","2026-04-01","passed","2026-04-01","","EventNowMultiStack — 위젯","",""
"","26","disabled tile is not interactive","test/ui/widgets/common/minglit_list_tile_test.dart","2026-04-01","passed","2026-04-01","","MinglitListTile","",""
"","81","Phase 1: shows error + retry when QR token not found","test/src/features/home/widgets/event_now_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","EventNowBottomSheet","",""
"","13","rethrows AuthException on failure","test/src/data/repositories/auth_repository_test.dart","2026-04-01","passed","2026-04-01","signInWithEmail","AuthRepository","",""
"","110","dismissing bottom sheet does not navigate","test/src/features/ticket/logic/ticket_coordinator_test.dart","2026-04-01","passed","2026-04-01","showTicketSelection","TicketCoordinator","",""
"","2","updateUser does not throw when not initialized","test/logic/providers/statsig_provider_test.dart","2026-04-01","passed","2026-04-01","","StatsigAnalytics","",""
"","6","throws on error","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","updateEventMetadata","PartyRepository (events)","",""
"","3","copyWith creates modified copy","test/src/data/models/matching_test.dart","2026-04-01","passed","2026-04-01","","MatchRule","",""
"","40","secondary renders OutlinedButton","test/src/ui/widgets/common/minglit_button_test.dart","2026-04-01","passed","2026-04-01","","MinglitButton","",""
"","3","throws on EF error","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","rejectApplication","EventRepository Commands","",""
"","10","createFromParty creates event from party template","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event","",""
"","5","equality works with same values","test/src/data/models/ticket_token_test.dart","2026-04-01","passed","2026-04-01","","TicketToken","",""
"","7","returns locations for partner","test/src/data/repositories/location_repository_test.dart","2026-04-01","passed","2026-04-01","getLocations","LocationRepository","",""
"","5","defaults participantStatus to ticket_issued when missing","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getTodayActiveEventsForUser","EventRepository Queries","",""
"","3","gender + birth year range","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event conditionSummaries","",""
"","23","handles mixed null and non-null nullable fields","test/src/data/models/verification_test.dart","2026-04-01","passed","2026-04-01","","Verification","",""
"","3","has all expected values","test/src/data/models/social_interaction_test.dart","2026-04-01","passed","2026-04-01","","SocialTargetType","",""
"","16","returns false for wrong public key","test/src/data/repositories/checkin_repository_test.dart","2026-04-01","passed","2026-04-01","verifyAndCheckin","CheckinRepository","",""
"","15","saveSignupConsents calls repository and reloads","test/src/features/consent/logic/consent_controller_test.dart","2026-04-01","passed","2026-04-01","","ConsentController","",""
"","81","renders CircleAvatar with fallback icon","test/src/features/home/home_page_app_bar_test.dart","2026-04-01","passed","2026-04-01","when user is logged in without avatar","HomePage AppBar - Auth-aware widgets","",""
"","54","removes existing interaction and returns false","test/src/data/repositories/social_repository_test.dart","2026-04-01","passed","2026-04-01","toggleInteraction","SocialRepository","",""
"","104","HomePage renders search and notification icons in app bar","test/widget_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","6","returns default settings when repository returns null","test/src/features/notification/logic/notification_settings_controller_test.dart","2026-04-01","passed","2026-04-01","","NotificationSettingsController","",""
"","4","propagates error when repository throws","test/src/features/event/matching/matching_vote_controller_test.dart","2026-04-01","passed","2026-04-01","","myMatches","",""
"","4","pushMyTickets calls router.push with /tickets/my","test/src/features/home/logic/home_coordinator_test.dart","2026-04-01","passed","2026-04-01","","HomeCoordinator","",""
"","40","creates from JSON with all fields","test/src/data/models/verification_submission_test.dart","2026-04-01","passed","2026-04-01","","VerificationSubmission","",""
"","3","throws on network error","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","createOrderViaEF","EventRepository Commands","",""
"","27","shows 종료 chip for past event","test/src/features/my_tickets/ui/my_tickets_page_test.dart","2026-04-01","passed","2026-04-01","","MyTicketCard","",""
"","4","includes events crossing midnight (endTime-based)","test/src/features/home/logic/today_active_events_provider_test.dart","2026-04-01","passed","2026-04-01","","todayActiveEventsProvider","",""
